Observation,max_freq_1_x,max_freq_2_x,max_freq_3_x,max_freq_4_x,max_freq_5_x,max_freq_1_y,max_freq_2_y,max_freq_3_y,max_freq_4_y,max_freq_5_y
1.0,3970.0000000000005,3950.0,3800.0,3790.0,3710.0,5670.0,3970.0000000000005,3950.0,3800.0,3790.0
2.0,3980.0000000000005,3960.0,3810.0,3800.0,3780.0000000000005,3980.0000000000005,3960.0,3810.0,3800.0,0.0
3.0,4010.0,3990.0000000000005,3970.0000000000005,3870.0000000000005,3860.0,7110.000000000001,4010.0,3970.0000000000005,3820.0000000000005,2830.0
4.0,4000.0,3990.0000000000005,3820.0000000000005,3800.0,3640.0,7060.000000000001,6920.0,4020.0000000000005,4000.0,3990.0000000000005
5.0,3990.0000000000005,3810.0,3800.0,3750.0,3580.0000000000005,5200.0,4210.0,3990.0000000000005,3810.0,2790.0
6.0,4010.0,4000.0,3980.0000000000005,3780.0000000000005,3400.0,6840.000000000001,4030.0000000000005,4010.0,4000.0,3980.0000000000005
7.0,3970.0000000000005,3900.0,3830.0000000000005,3800.0,1260.0000000000002,7130.0,4020.0000000000005,4010.0,4000.0,3830.0000000000005
8.0,4010.0,3820.0000000000005,3800.0,3770.0000000000005,3710.0,6090.000000000001,4200.0,4010.0,3800.0,2990.0
9.0,3880.0000000000005,3850.0,3790.0,3770.0000000000005,3750.0,7080.0,3880.0000000000005,3850.0,3790.0,3770.0000000000005
10.0,3980.0000000000005,3950.0,3800.0,3780.0000000000005,3600.0,4000.0,3980.0000000000005,3950.0,3800.0,3780.0000000000005
11.0,4000.0,3910.0,3750.0,3740.0,3400.0,6900.0,6860.000000000001,5680.0,4000.0,3400.0
12.0,3840.0000000000005,3820.0000000000005,3800.0,3790.0,3680.0000000000005,6920.0,3990.0000000000005,3840.0000000000005,3820.0000000000005,3800.0
13.0,4010.0,3980.0000000000005,3790.0,3780.0000000000005,3750.0,6940.000000000001,4220.0,4010.0,3980.0000000000005,3790.0
14.0,4010.0,3830.0000000000005,3820.0000000000005,3760.0,3580.0000000000005,5520.0,4010.0,3980.0000000000005,3830.0000000000005,3760.0
15.0,3930.0000000000005,3830.0000000000005,3800.0,3790.0,3720.0000000000005,4020.0000000000005,3930.0000000000005,3830.0000000000005,3810.0,3800.0
16.0,4040.0000000000005,4010.0,3920.0000000000005,3780.0000000000005,3760.0,7080.0,6990.000000000001,4010.0,3920.0000000000005,3760.0
17.0,3980.0000000000005,3830.0000000000005,3810.0,3800.0,3790.0,3980.0000000000005,3830.0000000000005,3810.0,3790.0,3620.0000000000005
18.0,3800.0,3780.0000000000005,3710.0,3630.0000000000005,1270.0,6810.000000000001,4360.0,4150.0,3930.0000000000005,3780.0000000000005
19.0,4020.0000000000005,3890.0000000000005,3800.0,3780.0000000000005,1200.0,6860.000000000001,5310.0,4020.0000000000005,3810.0,3780.0000000000005
20.0,3990.0000000000005,3930.0000000000005,3780.0000000000005,1230.0,1200.0,6900.0,6690.000000000001,6300.0,4180.0,3840.0000000000005
21.0,3980.0000000000005,3820.0000000000005,3770.0000000000005,3570.0000000000005,1200.0,6890.000000000001,6850.0,4010.0,3770.0000000000005,2930.0
22.0,4020.0000000000005,3810.0,3760.0,3640.0,1270.0,6860.000000000001,4020.0000000000005,3810.0,3760.0,3640.0
23.0,3930.0000000000005,3890.0000000000005,3840.0000000000005,3790.0,1210.0000000000002,6910.000000000001,5500.0,3930.0000000000005,3840.0000000000005,3790.0
24.0,4010.0,3820.0000000000005,3800.0,3610.0,1190.0,5410.0,4020.0000000000005,4010.0,3820.0000000000005,3800.0
25.0,4020.0000000000005,3820.0000000000005,3790.0,3760.0,3610.0,5480.0,4020.0000000000005,3820.0000000000005,3790.0,3760.0
