Observation,max_freq_1_x,max_freq_2_x,max_freq_3_x,max_freq_4_x,max_freq_5_x,max_freq_1_y,max_freq_2_y,max_freq_3_y,max_freq_4_y,max_freq_5_y
1.0,4200.0,4150.0,4100.0,3950.0,1170.0,6430.0,6350.0,6020.0,3340.0,150.0
2.0,4160.0,1230.0,1200.0,1150.0,1120.0,6250.0,5850.0,3370.0000000000005,3350.0,150.0
3.0,1260.0000000000002,1250.0,1230.0,1200.0,1120.0,6440.000000000001,6240.000000000001,5850.0,5630.0,150.0
4.0,3940.0000000000005,3540.0,1200.0,1180.0,110.00000000000001,6250.0,6230.0,3750.0,3560.0,150.0
5.0,3730.0000000000005,3590.0,3540.0,3400.0,3300.0,10760.0,6390.000000000001,6180.0,5850.0,150.0
6.0,4150.0,3960.0,1260.0000000000002,1170.0,1150.0,6250.0,6070.0,6050.0,3960.0,150.0
7.0,3590.0,3580.0000000000005,3370.0000000000005,1260.0000000000002,1150.0,6240.000000000001,6210.0,6060.0,5690.000000000001,150.0
8.0,1260.0000000000002,1230.0,1180.0,1170.0,1150.0,10340.0,6490.000000000001,6470.0,6080.0,160.0
9.0,1290.0,1240.0,1210.0000000000002,1130.0,110.00000000000001,6130.0,6090.000000000001,6040.000000000001,160.0,150.0
10.0,3610.0,3580.0000000000005,3530.0000000000005,3410.0,3350.0,6480.0,3580.0000000000005,3530.0000000000005,3350.0,150.0
11.0,3550.0,1260.0000000000002,1210.0000000000002,1180.0,1150.0,10420.0,6100.0,3580.0000000000005,3550.0,150.0
12.0,3580.0000000000005,3440.0,3380.0000000000005,110.00000000000001,0.0,6200.0,3580.0000000000005,2940.0,150.0,0.0
13.0,1290.0,1260.0000000000002,1230.0,1210.0000000000002,1150.0,6200.0,5680.0,3540.0,3390.0,160.0
14.0,1260.0000000000002,1240.0,1210.0000000000002,1180.0,1100.0,6090.000000000001,6070.0,6030.0,160.0,150.0
15.0,3600.0,3590.0,3550.0,3460.0,3420.0000000000005,6300.0,5880.0,3970.0000000000005,3590.0,150.0
16.0,3420.0000000000005,3360.0,1240.0,1180.0,1150.0,10450.0,6280.0,6100.0,3360.0,150.0
17.0,3470.0000000000005,3440.0,3380.0000000000005,1160.0000000000002,110.00000000000001,6090.000000000001,4970.0,3810.0,3350.0,160.0
18.0,3550.0,3410.0,3380.0000000000005,1260.0000000000002,1250.0,10630.000000000002,3980.0000000000005,3560.0,3550.0,150.0
19.0,1260.0000000000002,1240.0,1210.0000000000002,1180.0,1150.0,6300.0,3780.0000000000005,3570.0000000000005,3390.0,150.0
20.0,3560.0,3540.0,3520.0000000000005,3500.0,110.00000000000001,3590.0,3560.0,3540.0,160.0,150.0
21.0,3540.0,1260.0000000000002,1240.0,1150.0,960.0000000000001,6100.0,5700.0,3590.0,3570.0000000000005,150.0
22.0,3600.0,3570.0000000000005,3530.0000000000005,3190.0,1160.0000000000002,6100.0,5710.0,3600.0,3570.0000000000005,150.0
23.0,3420.0000000000005,3390.0,1240.0,1210.0000000000002,1180.0,10600.0,5890.000000000001,3420.0000000000005,3220.0000000000005,150.0
24.0,3630.0000000000005,3590.0,3470.0000000000005,1260.0000000000002,1130.0,10380.000000000002,6110.0,3580.0000000000005,160.0,150.0
25.0,3590.0,3560.0,1240.0,1230.0,1070.0,6490.000000000001,3800.0,3590.0,3560.0,150.0
26.0,3430.0000000000005,3420.0000000000005,1270.0,1260.0000000000002,1240.0,6300.0,6290.000000000001,3610.0,3590.0,150.0
27.0,3560.0,3510.0,1210.0000000000002,1180.0,1070.0,10460.0,10310.0,5880.0,3160.0,150.0
28.0,3530.0000000000005,1260.0000000000002,1180.0,1150.0,1070.0,5480.0,3600.0,3530.0000000000005,3210.0,150.0
29.0,3570.0000000000005,3550.0,3520.0000000000005,3400.0,1240.0,3620.0000000000005,3570.0000000000005,3400.0,150.0,0.0
30.0,3560.0,3520.0000000000005,3480.0000000000005,1210.0000000000002,1180.0,10620.0,5890.000000000001,3760.0,3140.0,150.0
31.0,3560.0,1320.0,1210.0000000000002,1180.0,1100.0,10530.000000000002,6020.0,3560.0,3390.0,150.0
32.0,3630.0000000000005,3530.0000000000005,1240.0,1210.0000000000002,1130.0,10610.0,6110.0,5880.0,160.0,150.0
33.0,3590.0,3440.0,1270.0,1240.0,1190.0,6340.000000000001,5890.000000000001,3590.0,3030.0,160.0
34.0,3430.0000000000005,3390.0,3370.0000000000005,1180.0,1160.0000000000002,5510.0,3430.0000000000005,3390.0,3370.0000000000005,160.0
35.0,3560.0,3430.0000000000005,3360.0,1240.0,1130.0,10610.0,3820.0000000000005,3560.0,160.0,150.0
36.0,3570.0000000000005,3560.0,3500.0,1180.0,1160.0000000000002,10620.0,6090.000000000001,3570.0000000000005,3030.0,150.0
37.0,3530.0000000000005,3510.0,3430.0000000000005,1320.0,1300.0,6310.0,3580.0000000000005,3530.0000000000005,160.0,150.0
38.0,3630.0000000000005,3600.0,1340.0,1240.0,1230.0,10590.0,6110.0,3600.0,160.0,150.0
39.0,3610.0,3530.0000000000005,1200.0,1190.0,1160.0000000000002,6490.000000000001,6380.0,5310.0,3610.0,160.0
40.0,3620.0000000000005,3570.0000000000005,3560.0,1130.0,110.00000000000001,10650.0,3570.0000000000005,3560.0,160.0,150.0
41.0,3770.0000000000005,3600.0,3570.0000000000005,3430.0000000000005,3400.0,6090.000000000001,3600.0,3570.0000000000005,3240.0,150.0
42.0,3430.0000000000005,3400.0,1260.0000000000002,1200.0,1160.0000000000002,6490.000000000001,6310.0,6110.0,3570.0000000000005,160.0
43.0,3550.0,1280.0,1240.0,1210.0000000000002,1170.0,6310.0,6270.0,6120.0,3800.0,3540.0
44.0,3560.0,3410.0,3370.0000000000005,1270.0,1240.0,6320.0,6100.0,3560.0,3410.0,150.0
45.0,3590.0,3510.0,3400.0,3390.0,3360.0,10470.0,6100.0,3040.0,2990.0,150.0
46.0,3610.0,3590.0,1240.0,1210.0000000000002,1190.0,5900.0,3590.0,2990.0,160.0,150.0
47.0,4040.0000000000005,4020.0000000000005,3990.0000000000005,3960.0,3400.0,10620.0,6280.0,6140.000000000001,5920.0,160.0
48.0,4100.0,4010.0,3960.0,1270.0,1160.0000000000002,10700.0,10340.0,10260.0,3250.0,160.0
49.0,4170.0,1300.0,1270.0,1220.0,1210.0000000000002,6530.0,6360.0,6310.0,160.0,150.0
50.0,4020.0000000000005,4010.0,3990.0000000000005,1300.0,1240.0,10500.0,6160.0,5930.0,4020.0000000000005,150.0
51.0,4180.0,1270.0,1190.0,1160.0000000000002,1050.0,6270.0,3620.0000000000005,3210.0,160.0,150.0
52.0,4120.0,4060.0,4000.0,1240.0,1210.0000000000002,10100.0,6520.0,6130.0,3390.0,160.0
53.0,4040.0000000000005,3990.0000000000005,3980.0000000000005,3970.0000000000005,1220.0,10660.0,10490.0,6110.0,3390.0,160.0
54.0,4210.0,4200.0,4140.000000000001,3990.0000000000005,3970.0000000000005,6340.000000000001,4030.0000000000005,3040.0,160.0,150.0
55.0,3990.0000000000005,3960.0,1270.0,1230.0,1160.0000000000002,6330.0,6320.0,6270.0,6220.0,6120.0
56.0,4130.0,4070.0000000000005,4060.0,4010.0,4000.0,10240.0,6320.0,6080.0,5900.0,160.0
57.0,4140.000000000001,4010.0,3980.0000000000005,3400.0,1200.0,10750.0,6100.0,5700.0,160.0,150.0
58.0,4150.0,4110.0,4100.0,4090.0000000000005,4040.0000000000005,10500.0,10300.0,6330.0,5910.0,160.0
59.0,4200.0,4030.0000000000005,3990.0000000000005,3980.0000000000005,3950.0,10510.0,6140.000000000001,3990.0000000000005,3060.0,160.0
60.0,4170.0,4100.0,3970.0000000000005,3950.0,1190.0,6530.0,6320.0,3970.0000000000005,160.0,150.0
61.0,4120.0,4020.0000000000005,4010.0,3980.0000000000005,3950.0,10250.0,6330.0,6170.0,4190.000000000001,3240.0
62.0,4180.0,4130.0,4000.0,3990.0000000000005,3590.0,10720.0,10630.000000000002,10500.0,3590.0,160.0
63.0,4330.0,4230.0,4180.0,4160.0,3980.0000000000005,6110.0,6090.000000000001,3980.0000000000005,160.0,150.0
64.0,4230.0,4180.0,4160.0,3970.0000000000005,3960.0,10530.000000000002,10510.0,10300.0,6530.0,160.0
65.0,4210.0,4110.0,4020.0000000000005,4000.0,3970.0000000000005,10700.0,10550.0,3580.0000000000005,1410.0000000000002,160.0
66.0,4200.0,4190.000000000001,4120.0,4110.0,4030.0000000000005,10550.0,6350.0,4190.000000000001,3060.0,160.0
67.0,4190.000000000001,4130.0,3980.0000000000005,3850.0,3810.0,10340.0,6220.0,6160.0,160.0,150.0
68.0,4170.0,4160.0,4070.0000000000005,4020.0000000000005,3990.0000000000005,10490.0,6290.000000000001,3990.0000000000005,2110.0,160.0
69.0,4170.0,4120.0,4100.0,3990.0000000000005,3970.0000000000005,10520.0,10360.0,6530.0,6340.000000000001,6140.000000000001
70.0,4170.0,4020.0000000000005,4000.0,3990.0000000000005,3860.0,10720.0,4000.0,3990.0000000000005,3050.0,160.0
71.0,4140.000000000001,4130.0,4020.0000000000005,3990.0000000000005,3960.0,6300.0,6290.000000000001,6120.0,3430.0000000000005,160.0
72.0,4200.0,4070.0000000000005,4060.0,4030.0000000000005,4010.0,10560.0,6360.0,4200.0,3590.0,160.0
73.0,4210.0,4140.000000000001,4080.0000000000005,4050.0,4030.0000000000005,10440.0,6560.000000000001,6050.0,160.0,150.0
74.0,4370.0,4180.0,4130.0,4050.0,4020.0000000000005,6340.000000000001,6330.0,6130.0,160.0,150.0
75.0,4220.0,4080.0000000000005,4070.0000000000005,4020.0000000000005,3970.0000000000005,6150.0,6120.0,5930.0,4020.0000000000005,150.0
76.0,4160.0,4070.0000000000005,4010.0,3990.0000000000005,3820.0000000000005,6330.0,6250.0,3990.0000000000005,160.0,150.0
77.0,4380.0,4180.0,4010.0,3990.0000000000005,3930.0000000000005,6330.0,6150.0,6090.000000000001,5960.0,160.0
78.0,4200.0,4180.0,4060.0,4050.0,4020.0000000000005,10540.0,6500.0,4230.0,160.0,150.0
79.0,4220.0,4060.0,4010.0,3990.0000000000005,3860.0,6350.0,5890.000000000001,4010.0,160.0,150.0
80.0,4170.0,4110.0,4090.0000000000005,4000.0,3970.0000000000005,10510.0,6360.0,6330.0,160.0,150.0
81.0,4230.0,4110.0,4030.0000000000005,4010.0,3970.0000000000005,10600.0,10530.000000000002,10380.000000000002,6300.0,6140.000000000001
82.0,4200.0,4170.0,4120.0,4110.0,4030.0000000000005,10520.0,6350.0,6290.000000000001,4030.0000000000005,160.0
83.0,4040.0000000000005,4030.0000000000005,4020.0000000000005,4010.0,3960.0,10330.000000000002,6350.0,5740.000000000001,4040.0000000000005,4030.0000000000005
84.0,4180.0,4020.0000000000005,3980.0000000000005,3970.0000000000005,3960.0,10490.0,6300.0,6190.000000000001,6140.000000000001,160.0
85.0,4130.0,4120.0,4000.0,3970.0000000000005,3810.0,10350.0,6090.000000000001,5770.0,3590.0,160.0
86.0,4140.000000000001,4030.0000000000005,3990.0000000000005,3970.0000000000005,3960.0,10530.000000000002,6100.0,3630.0000000000005,3420.0000000000005,160.0
87.0,4060.0,4020.0000000000005,4010.0,4000.0,3990.0000000000005,6120.0,4020.0000000000005,4000.0,3990.0000000000005,160.0
88.0,4080.0000000000005,3990.0000000000005,3950.0,3940.0000000000005,3870.0000000000005,6350.0,6120.0,6090.000000000001,3990.0000000000005,160.0
89.0,4170.0,4020.0000000000005,3990.0000000000005,3980.0000000000005,3910.0,10550.0,6360.0,6220.0,4170.0,160.0
90.0,4210.0,4180.0,4010.0,3990.0000000000005,3980.0000000000005,10370.0,6280.0,6130.0,3980.0000000000005,160.0
91.0,4230.0,4120.0,4080.0000000000005,4020.0000000000005,4010.0,10320.0,6360.0,4230.0,4020.0000000000005,160.0
92.0,4110.0,4020.0000000000005,4000.0,3980.0000000000005,3860.0,10150.0,6300.0,6140.000000000001,160.0,150.0
93.0,4180.0,4130.0,4000.0,3980.0000000000005,3970.0000000000005,10460.0,6130.0,4000.0,3970.0000000000005,160.0
94.0,4220.0,4190.000000000001,4170.0,4120.0,4010.0,10510.0,6330.0,4190.000000000001,4170.0,150.0
95.0,4200.0,4040.0000000000005,4010.0,4000.0,3990.0000000000005,6300.0,6140.000000000001,5740.000000000001,4000.0,160.0
96.0,4200.0,4110.0,4040.0000000000005,4030.0000000000005,4020.0000000000005,6540.000000000001,6510.000000000001,6290.000000000001,4040.0000000000005,160.0
97.0,4090.0000000000005,4070.0000000000005,4060.0,4020.0000000000005,4000.0,10400.0,6490.000000000001,6150.0,3820.0000000000005,160.0
98.0,4340.000000000001,4010.0,4000.0,3990.0000000000005,3980.0000000000005,10280.000000000002,6120.0,4000.0,3020.0000000000005,160.0
99.0,4110.0,4100.0,4020.0000000000005,4010.0,3970.0000000000005,10560.0,10490.0,6290.000000000001,4010.0,160.0
100.0,4170.0,4080.0000000000005,4020.0000000000005,4010.0,4000.0,10740.0,6180.0,6140.000000000001,160.0,150.0
101.0,4210.0,4160.0,4100.0,4040.0000000000005,4020.0000000000005,10470.0,10390.0,6200.0,6150.0,4100.0
102.0,4100.0,4020.0000000000005,4010.0,3980.0000000000005,3970.0000000000005,10290.0,4020.0000000000005,3980.0000000000005,3970.0000000000005,160.0
103.0,4160.0,4050.0,4030.0000000000005,4020.0000000000005,3990.0000000000005,10510.0,10210.0,6320.0,4200.0,160.0
104.0,4080.0000000000005,4010.0,3990.0000000000005,3980.0000000000005,3960.0,10110.0,6150.0,3980.0000000000005,160.0,150.0
105.0,4190.000000000001,4110.0,4010.0,4000.0,3970.0000000000005,10410.0,6090.000000000001,4190.000000000001,3970.0000000000005,150.0
106.0,4170.0,4010.0,4000.0,3980.0000000000005,3940.0000000000005,10510.0,6320.0,4010.0,160.0,150.0
107.0,4050.0,4040.0000000000005,4030.0000000000005,3980.0000000000005,3960.0,10500.0,6350.0,6340.000000000001,6130.0,4030.0000000000005
108.0,4130.0,3990.0000000000005,3980.0000000000005,3890.0000000000005,3780.0000000000005,10480.000000000002,6340.000000000001,6280.0,4200.0,160.0
109.0,4160.0,4030.0000000000005,4000.0,3960.0,3900.0,10520.0,6150.0,6140.000000000001,4000.0,160.0
110.0,4080.0000000000005,4030.0000000000005,4010.0,4000.0,3980.0000000000005,10280.000000000002,6150.0,4010.0,3270.0000000000005,160.0
111.0,4200.0,4160.0,4080.0000000000005,4020.0000000000005,3970.0000000000005,10540.0,10500.0,10370.0,6350.0,6340.000000000001
112.0,4050.0,4020.0000000000005,3990.0000000000005,3960.0,3810.0,6140.000000000001,6090.000000000001,5720.0,160.0,150.0
113.0,4180.0,4130.0,4080.0000000000005,4070.0000000000005,4020.0000000000005,10540.0,10500.0,10410.0,6150.0,160.0
114.0,4050.0,4030.0000000000005,3990.0000000000005,3850.0,3760.0,10710.0,10610.0,10560.0,6140.000000000001,160.0
