,mean_acc_x,mean_acc_y,abs_mean_x,abs_mean_y,std_x,std_y,skew_x,skew_y,kurtosis_x,kurtosis_y,rms_x,rms_y,abs_max_x,abs_max_y,p2p_x,p2p_y,crest_x,crest_y,shape_x,shape_y,impulse_x,impulse_y,clearance_x,clearance_y,entropy_x,entropy_y,RUL,bearing
0,0.00354453125,-0.0047179687499999,0.4055992187499996,0.2114007812499994,0.5095218559181148,0.2625911913828917,0.0516056992714553,-0.0762405777172939,0.115032682048195,-0.0185942763476725,0.5094346613833324,0.2625822876975901,1.7719999999999998,1.04,1.7719999999999998,1.04,3.4783655968525267,3.9606631853163834,1.2560050360879371,1.2421065151460544,4.368844707001797,4.919565546780603,0.3446094110728183,0.1807331829233186,5.66797167334322,5.552810336402731,2,Bearing2-1
1,0.0054722656249999,-0.0075488281249999,0.3654175781250004,0.2246433593750001,0.4603413399740681,0.2816957317841125,0.0739145002940786,0.0230540025623352,0.0976036882674549,0.0574731937544368,0.4602839515077887,0.2817418553336988,1.789,1.016,1.7880000000000005,1.016,3.886731210461783,3.606137961988772,1.2596108645609183,1.25417397655358,4.895768860325671,4.52272438778828,0.3085180765041074,0.1903989304778771,5.5239885371643815,5.608047806099777,2,Bearing2-1
2,-0.003483984375,-0.0103773437499999,0.3609121093750001,0.2264789062499995,0.4535738667257371,0.2820787164961103,0.016883426422657,-0.014745329103697,0.0898062651198414,-0.2154944418765838,0.4534986524063493,0.2822144754548389,2.131,0.957,2.131,0.957,4.699021681084414,3.3910379630868475,1.2565348754622931,1.2460960719375584,5.904484622836019,4.22555908559366,0.305372862274174,0.1916140510275562,5.489532788971517,5.698462093965205,2,Bearing2-1
3,0.0156324218749999,-0.008868359375,0.3990667968750006,0.2401675781250001,0.5034507135641688,0.3012307894715256,0.0995839492400679,0.0579707854472123,0.1471771932152572,-0.0154141708631292,0.5035950603070146,0.3013024908885172,2.126,1.0759999999999998,2.126,1.0759999999999998,4.22164585709775,3.571161980197909,1.2619317473930445,1.2545510648889424,5.32742893332197,4.480205065148192,0.3369358043742654,0.2030635707063957,5.545059992526253,5.589067587279998,2,Bearing2-1
4,0.0046339843749999,-0.0077046875,0.371200390625,0.2386445312500004,0.4642096267703925,0.2987102853952612,-0.0866972843995649,-0.0131603240875581,0.0987419781472223,-0.1064799623545122,0.464142085347391,0.2987513049134679,2.023,0.973,2.023,0.973,4.358579115888336,3.256889539886112,1.2503814572121077,1.2518673834620602,5.449886506298717,4.07719378652218,0.3153408061900317,0.2020737217949958,5.525486240228265,5.685723071840859,2,Bearing2-1
5,-0.0050621093749999,0.017378515625,0.3908628906249994,0.2238605468749995,0.4859096017979326,0.279656930045045,0.0367585253818903,0.005390619883188,-0.2210151863287324,0.0265875272876234,0.4858410607679487,0.2801418592929749,1.78,0.976,1.78,0.976,3.663749616358955,3.4839491765466226,1.2429961309222188,1.2514123779452844,4.554026597801945,4.359857123662724,0.331844920937844,0.1900044586708446,5.658747118516184,5.595750447850165,2,Bearing2-1
6,-0.008348046875,-0.013262890625,0.3904035156249995,0.2302105468749998,0.4927777519467476,0.2887558847043489,0.0518423453999635,0.0181205672408424,0.1531688640153072,0.0462961673024127,0.4927522169058455,0.289003970425797,1.942,0.976,1.942,0.976,3.9411288947505128,3.37711623325463,1.2621613207478302,1.2553897914274144,4.974340451035744,4.239597243691665,0.3294235413452203,0.1947311051239419,5.534224914488716,5.623567994955996,2,Bearing2-1
7,-0.006811328125,0.01507734375,0.4220058593750003,0.2302984374999997,0.5257121238394746,0.2941863370268806,0.0425038128744914,-0.7927730473679544,-0.1449512771271561,7.7989442293488604,0.5256535675203539,0.2945150595682674,1.768,3.267,1.768,3.267,3.363431943095376,11.09281136519514,1.245607272607205,1.2788408934310191,4.189515289238983,14.185940796927914,0.3585931844379518,0.1951703859610155,5.653567869239399,4.89409643804145,2,Bearing2-1
8,-0.0010238281249999,-0.013407421875,0.3820230468749997,0.2347753906249993,0.4855003508531984,0.294429215165313,-0.0764471805043413,-0.0386815831163304,0.2609893580568601,-0.0819563372555207,0.4854065970432675,0.2946768721572408,1.994,1.14,1.994,1.14,4.107896374185993,3.8686442938477055,1.270621238728813,1.255143783906724,5.219580379537805,4.855704837569165,0.3201256769963469,0.1983987290997908,5.466095729816794,5.553836177011312,2,Bearing2-1
9,0.019153125,0.0066976562499999,0.3562406250000001,0.2300671875000002,0.4485871703298315,0.2879824144594267,0.0869669498216915,-0.0101924359146725,0.0203542577112973,-0.0856995493282375,0.4489083268747636,0.288004051349542,1.649,1.03,1.649,1.03,3.6733557862027313,3.5763385798692093,1.2601267103513627,1.2518258447851964,4.628893742817792,4.476953063982663,0.3002433825745935,0.1941316559220632,5.578218951788442,5.64003889776294,2,Bearing2-1
