Observation,max_freq_1_x,max_freq_2_x,max_freq_3_x,max_freq_4_x,max_freq_5_x,max_freq_1_y,max_freq_2_y,max_freq_3_y,max_freq_4_y,max_freq_5_y
1.0,3540.0,3530.0000000000005,3520.0000000000005,3380.0000000000005,3370.0000000000005,6480.0,3530.0000000000005,3370.0000000000005,160.0,150.0
2.0,3810.0,3610.0,3550.0,3540.0,3530.0000000000005,6970.0,3550.0,3540.0,160.0,150.0
3.0,3530.0000000000005,3520.0000000000005,3180.0,1200.0,1190.0,6990.000000000001,6880.0,6480.0,6430.0,150.0
4.0,3600.0,3590.0,3420.0000000000005,3380.0000000000005,3170.0000000000005,3600.0,3590.0,3170.0000000000005,160.0,150.0
5.0,3710.0,3550.0,3540.0,3520.0000000000005,3170.0000000000005,6820.0,6490.000000000001,3540.0,3400.0,150.0
6.0,3640.0,3530.0000000000005,3410.0,3400.0,3390.0,3950.0,3390.0,2300.0,160.0,150.0
7.0,3620.0000000000005,3510.0,3450.0,3420.0000000000005,3410.0,10730.000000000002,6920.0,2950.0,160.0,150.0
8.0,3570.0000000000005,3560.0,3550.0,3470.0000000000005,3460.0,6670.0,6640.000000000001,6630.0,160.0,150.0
9.0,3560.0,3430.0000000000005,3390.0,3230.0000000000005,3220.0000000000005,6710.000000000001,3390.0,3020.0000000000005,160.0,150.0
10.0,3620.0000000000005,3610.0,3570.0000000000005,3560.0,3430.0000000000005,6850.0,3570.0000000000005,3560.0,160.0,150.0
11.0,3410.0,3400.0,3390.0,3380.0000000000005,3360.0,6680.0,6520.0,3390.0,2980.0,150.0
12.0,3560.0,3520.0000000000005,3510.0,3370.0000000000005,3360.0,6850.0,3560.0,3040.0,160.0,150.0
13.0,3590.0,3580.0000000000005,3560.0,3430.0000000000005,3360.0,6880.0,6440.000000000001,3580.0000000000005,160.0,150.0
14.0,3590.0,3400.0,3380.0000000000005,3370.0000000000005,3360.0,3800.0,3400.0,3370.0000000000005,160.0,150.0
15.0,3550.0,3430.0000000000005,3400.0,3350.0,3330.0000000000005,7040.000000000001,6920.0,3180.0,160.0,150.0
16.0,3600.0,3590.0,3580.0000000000005,3430.0000000000005,3420.0000000000005,6450.0,3600.0,3590.0,160.0,150.0
17.0,3570.0000000000005,3560.0,3520.0000000000005,3360.0,1250.0,6850.0,3800.0,3350.0,160.0,150.0
18.0,3640.0,3580.0000000000005,3510.0,3450.0,3400.0,3580.0000000000005,3040.0,2930.0,160.0,150.0
19.0,3600.0,3580.0000000000005,3400.0,3390.0,1240.0,3580.0000000000005,3040.0,3030.0,160.0,150.0
20.0,3600.0,3560.0,3540.0,3400.0,3390.0,2280.0,2270.0000000000005,2130.0,160.0,150.0
