mean_acc_x,mean_acc_y,abs_mean_x,abs_mean_y,std_x,std_y,skew_x,skew_y,kurtosis_x,kurtosis_y,rms_x,rms_y,abs_max_x,abs_max_y,p2p_x,p2p_y,crest_x,crest_y,shape_x,shape_y,impulse_x,impulse_y,clearance_x,clearance_y,entropy_x,entropy_y
0.00655234374999999,0.0023695312499999966,0.2708085937499997,0.19114218749999956,0.3412681983295042,0.23887404764501086,0.051279911802515364,0.014964030107895052,0.03318581955286115,-0.08625380558636486,0.34126444680958157,0.2388391423898103,1.1420000000000001,0.7809999999999999,1.1420000000000001,0.7809999999999999,3.3463784776772023,3.2699832706873764,1.260168453607584,1.24953651265402,4.217000591400181,4.085963492491691,0.2280495490061003,0.1622447613757507,5.6291742425722395,5.652190482142731
0.001299218749999997,0.002396875000000001,0.2544820312499993,0.19624687500000026,0.3182910985969419,0.2459454890368378,0.07541504560739434,-0.018095285461966044,0.015627509915178805,-0.04338706234984979,0.3182315784142108,0.24590912955805438,1.0979999999999999,0.8320000000000001,1.0979999999999999,0.8320000000000001,3.450317550104475,3.383363608725153,1.250507066652517,1.2530601038006544,4.314646478600846,4.239557954744497,0.21610009580702225,0.16630559511145815,5.614638627278238,5.652018400510419
0.0032710937499999863,0.004106640625000001,0.2580351562499998,0.2012652343749997,0.3268588778211881,0.25260673026410135,0.062379885096650045,0.07833230336096521,0.20836955485530462,0.07861566494215078,0.3268114027520306,0.25259077344219233,1.247,0.9490000000000001,1.247,0.9490000000000001,3.8156563372611765,3.75706518123152,1.2665382791304465,1.2550144302197879,4.832674811147952,4.71517101772188,0.21727215048230952,0.17029808759379347,5.575987245377076,5.587122666454913
0.0032632812499999975,-0.0029050781250000027,0.28054062499999993,0.20074492187499987,0.34729949785004366,0.25427483564327824,0.0026954370090265063,-0.0064385223388620785,-0.17768718850232457,0.2535244684822744,0.34724699310253154,0.25424176562993134,1.147,1.054,1.147,1.054,3.303124354661656,4.145660322128895,1.2377779264679818,1.2664916415083365,4.088534414578994,5.250444146509002,0.23944171914529172,0.16922053375539312,5.68377757395113,5.511032481668444
0.0042464843750000154,0.0025386718750000014,0.27688164062499976,0.20616835937500017,0.3512883703394417,0.2605662275837064,-0.021161111128406494,0.006025729514950636,0.31868902926056064,0.3345479284653905,0.3512454231240957,0.2605276999128405,1.5719999999999998,1.415,1.5719999999999998,1.415,4.4755031567902,5.431284276003619,1.2685760685729683,1.2636648062905036,5.6775161995268215,6.863322792544771,0.23305480491550734,0.1742867026995082,5.448330876611,5.31925658463001
-0.0033683593749999955,0.0016589843749999992,0.23863476562500013,0.2057816406249997,0.2993979014860776,0.25833842874125706,0.029208429553637602,-0.06432344030739329,-0.04925769414243897,0.11541202309879628,0.2993583704932517,0.2582932948643363,1.024,0.991,1.024,0.991,3.420649298406986,3.8367236769367326,1.2544625243904108,1.2551814344557086,4.291076353933915,4.81578432842763,0.2016876162289193,0.17437158268813263,5.637577770953604,5.572601325111805
0.005370312499999993,0.001831640625,0.2610179687500004,0.19944570312500004,0.32866700291584766,0.2523601624606209,-0.1370669988635777,0.04358155074181922,0.21413876070276006,0.20520148825286322,0.3286466840982118,0.25231751682527875,1.3880000000000001,1.088,1.3880000000000001,1.088,4.223380509097772,4.312027217489632,1.2590960142402507,1.265093771747702,5.317641565624965,5.455118776452707,0.22080288744885376,0.16809822877250152,5.505810429375889,5.471511988246783
0.0006652343749999999,0.001278124999999997,0.26080585937499984,0.2116523437499999,0.3271513447718553,0.2669709835305782,-0.06698187184983216,-0.00605097156508734,0.11103139101121906,0.14685441029913937,0.3270881182638329,0.266921895762599,1.4409999999999998,1.051,1.4409999999999998,1.051,4.40554064650454,3.9374814006819507,1.2541440558416637,1.2611336639762543,5.525182614582509,4.965690345680382,0.22119513270219343,0.17840523957579,5.496576521703744,5.489769493721356
-0.0010945312500000002,-0.0017792968750000068,0.28792734374999995,0.2118019531249999,0.3585908240635208,0.26890785897205405,-0.02710267570919754,-0.05081510418293813,-0.1587567092393085,0.35571181395975904,0.3585224507004405,0.26886122044537225,1.28,1.3030000000000002,1.28,1.3030000000000002,3.5702087763242756,4.8463664556813475,1.2451837537588526,1.2693991555719861,4.445565965806262,6.151973486434302,0.2453524737416145,0.17772000995415807,5.61560414991906,5.325405779095315
0.006052343749999996,-0.0008070312499999949,0.25791875000000003,0.21578359374999959,0.3282357918436982,0.27430762793875024,-0.14622882710978669,0.036783540142855495,0.3902882521992477,0.4904867432941793,0.32822748280537073,0.2742552343962648,1.6580000000000001,1.307,1.6580000000000001,1.307,5.0513746924207,4.765633745795885,1.2726003162056683,1.2709735231956918,6.428381030847893,6.056994312154478,0.21631419946528715,0.18222999134939455,5.4357107914157865,5.387947305926152
