mean_acc_x,mean_acc_y,abs_mean_x,abs_mean_y,std_x,std_y,skew_x,skew_y,kurtosis_x,kurtosis_y,rms_x,rms_y,abs_max_x,abs_max_y,p2p_x,p2p_y,crest_x,crest_y,shape_x,shape_y,impulse_x,impulse_y,clearance_x,clearance_y,entropy_x,entropy_y,rolling_mean_x,rolling_mean_y,abs_rolling_mean_x,abs_rolling_mean_y
0.0034652343749999987,-0.0018812500000000003,0.45087382812500004,0.34863515624999963,0.5618447156710621,0.4358825043525207,-0.00471382953778162,0.0027150697654912937,-0.1293747400687142,-0.032801641989396835,0.5617456577352207,0.43580142320642945,2.01,1.591,2.01,1.591,3.5781317974110896,3.6507453057269585,1.2459043366329141,1.2500214490529593,4.4580099234386,4.563509937188102,0.3831447067579426,0.2959495376518789,5.632000232396455,5.562299440351202,0.03039687500000001,0.00977031249999998,0.5128250000000009,0.36229531249999936
0.005609374999999978,-0.0009304687500000005,0.4288140625000006,0.33419765625000014,0.5351876339989402,0.4210495992106883,-0.0258057016963442,0.07742548105577145,-0.08246415417248931,0.15326250166892086,0.5351124962040691,0.4209683832397625,1.915,1.666,1.9140000000000001,1.666,3.5786867501402932,3.9575418637820357,1.2478893371274837,1.2596389452978467,4.4658050364194795,4.985073859266477,0.3641291833826321,0.2828135979811265,5.633333408991427,5.521406827911953,0.027826562499999975,0.009404687499999991,0.4640906250000018,0.3536875
0.004195703124999997,-0.002228515625000002,0.421676953124999,0.338998828125,0.5312454494953429,0.42568265259273774,-0.00501905370459594,-0.024407301532841607,0.03580113087330661,-0.05932450025562286,0.5311582520039348,0.42560533774334247,1.901,1.584,1.901,1.584,3.578971037027054,3.7217578341444986,1.259633110293514,1.2554773127015288,4.508190419020792,4.672582524137598,0.35589659878062485,0.2856907739813015,5.6075242043653395,5.603641525568995,0.020048437499999995,0.007239062500000002,0.5093437499999989,0.36998750000000025
-0.001824218750000001,-0.0005941406250000003,0.43928359374999965,0.3571667968750002,0.5549385818099678,0.4456108668677383,-0.08021203917872848,-0.008194816101185606,0.04585141667212955,-0.11119344305260315,0.5548331836856462,0.4455242211604488,1.91,1.6,1.91,1.6,3.4424761462756264,3.591275005952559,1.2630409866875358,1.2473842055267292,4.347988468440272,4.479699720128133,0.3700675168539006,0.30246206417070226,5.606857843957318,5.6440680546134985,0.01565000000000001,0.008629687500000014,0.5110546875000007,0.3875015625000004
-0.002581640625000014,0.009917578124999982,0.45397773437499955,0.33919335937499995,0.5667566069822858,0.4238136150577482,-0.034206553967448,0.08126086275632702,-0.18349200661083964,-0.032537103342097584,0.566651782471498,0.42384687729252496,1.767,1.3730000000000002,1.766,1.3730000000000002,3.118317200544372,3.2393774109426823,1.2481928948599628,1.2495730402078278,3.8922613736390947,4.047838679772209,0.38514815305495975,0.28764229373367856,5.730721395892519,5.671461224054779,0.03146406249999999,0.01691718749999995,0.5057890624999999,0.3534109375000001
-0.0007488281249999975,-0.0053734375,0.4298058593750002,0.3463609375000005,0.5442888062506911,0.43270271560430934,0.026204801319043815,0.06531047655516697,0.11033405521351725,-0.12223565088948618,0.5441830046759323,0.43265156484462164,1.86,1.46,1.86,1.46,3.4179678233568747,3.374539973117468,1.266113508706589,1.2491349860854934,4.327535233476595,4.21525594236503,0.3621653450446797,0.2933336806537005,5.612748487685344,5.667868631113746,0.03415468749999999,0.008465624999999971,0.4706406249999996,0.36090937499999975
0.015531640625000032,6.83593750000014e-05,0.4194339843750005,0.3595082031250005,0.528575365425947,0.4494029207347802,0.036266160299877295,-0.040292302349300986,0.0007284486947405355,-0.07720878216549476,0.5287003038850323,0.44931514335360945,1.874,1.6540000000000001,1.874,1.6540000000000001,3.5445411818933015,3.6811579232670284,1.2605089801505946,1.2498049820503907,4.467925990290109,4.600729512213402,0.352767050933175,0.30455511092790105,5.646639766171459,5.555383388862029,0.04571562500000003,0.018209375000000007,0.4585656250000019,0.38855312499999956
-0.0011796875000000054,-0.0007234375000000003,0.42891250000000075,0.34724296875000016,0.5404985032558242,0.43765257873925584,0.031230708103395413,-0.025087280298879428,0.11265745628581669,0.16526335514329693,0.5403942144687064,0.43756768940645036,1.935,1.976,1.935,1.976,3.580719312293921,4.515872738867888,1.2599171496953467,1.2601196533412893,4.51140966980444,5.690539990235581,0.3630296085824273,0.2933102275335579,5.5785262104799545,5.464375866948078,0.019784374999999972,0.013615625000000015,0.5015312500000002,0.36642499999999967
0.008843359374999986,0.0070468749999999985,0.4493378906250003,0.3569929687499996,0.5664207064030151,0.4490585873132608,0.019556050820399372,0.08897763865731552,0.22070859021141143,0.14682483084134734,0.5663791102118572,0.4490261711122749,2.101,1.713,2.1,1.713,3.7095294690761276,3.8149224036468916,1.2604748498375242,1.2578011625397745,4.675768600501603,4.798413834306091,0.380902122477088,0.3020794558072688,5.5457699663490425,5.54373064853021,0.025939062499999988,0.018999999999999996,0.5184453125000011,0.38280781249999996
-0.00010117187499999832,0.003437890624999993,0.4202253906250001,0.358948828125,0.5336586149497413,0.453494306060175,0.0010969210385958026,-0.02267312924224278,0.15438289893117885,0.07343483279827012,0.5335543841628289,0.4534187577966694,1.7380000000000002,1.64,1.7380000000000002,1.64,3.2573999044670985,3.616965491170614,1.269686211414486,1.2631849508052198,4.135875743764739,4.568896376028529,0.3532907766830356,0.3017951673349866,5.677562381906106,5.571652390941135,0.02174062499999998,0.015310937499999991,0.4503671875000004,0.3815703125000002
