Observation,max_freq_1_x,max_freq_2_x,max_freq_3_x,max_freq_4_x,max_freq_5_x,max_freq_1_y,max_freq_2_y,max_freq_3_y,max_freq_4_y,max_freq_5_y
1.0,3510.0,1290.0,1270.0,60.00000000000001,0.0,5980.0,5810.0,3930.0000000000005,3890.0000000000005,170.00000000000003
2.0,5380.0,4970.0,1520.0,1410.0000000000002,60.00000000000001,6850.0,6670.0,5460.0,4750.0,3680.0000000000005
3.0,1790.0000000000002,1490.0,1470.0,1210.0000000000002,1200.0,5190.000000000001,5120.0,4130.0,3220.0000000000005,3070.0000000000005
4.0,5420.0,1510.0000000000002,1480.0,1420.0,1200.0,5750.0,5160.0,4920.0,4130.0,3700.0
5.0,3650.0,3640.0,1230.0,170.00000000000003,60.00000000000001,5250.0,5190.000000000001,4150.0,3530.0000000000005,3230.0000000000005
6.0,1470.0,1310.0000000000002,1290.0,1200.0,60.00000000000001,5320.0,5040.000000000001,4780.0,3950.0,170.00000000000003
7.0,5230.0,5010.0,1360.0000000000002,1250.0,60.00000000000001,5400.0,5010.0,4920.0,3730.0000000000005,3500.0
8.0,5430.0,3720.0000000000005,1790.0000000000002,1630.0,1310.0000000000002,4990.000000000001,4150.0,3720.0000000000005,3710.0,3700.0
9.0,5440.000000000001,5210.0,1330.0,170.00000000000003,60.00000000000001,5170.0,4940.000000000001,3910.0,3730.0000000000005,170.00000000000003
10.0,5020.0,4370.0,1260.0000000000002,170.00000000000003,60.00000000000001,5020.0,4410.0,4370.0,4130.0,60.00000000000001
11.0,1600.0,1410.0000000000002,1400.0,90.0,60.00000000000001,5170.0,4820.0,4190.000000000001,3530.0000000000005,3490.0
12.0,5420.0,5230.0,1420.0,1390.0,170.00000000000003,5380.0,4950.0,4410.0,4380.0,3070.0000000000005
13.0,3490.0,1420.0,1390.0,1300.0,60.00000000000001,7010.000000000001,5070.0,3930.0000000000005,3490.0,3480.0000000000005
14.0,5460.0,3750.0,1350.0,170.00000000000003,60.00000000000001,6930.0,3940.0000000000005,3760.0,3750.0,0.0
15.0,5590.000000000001,5510.0,3690.0,170.00000000000003,60.00000000000001,5780.0,5420.0,5160.0,3690.0,0.0
16.0,5650.0,5620.0,1770.0,1740.0000000000002,60.00000000000001,5620.0,5230.0,5050.0,3750.0,3270.0000000000005
17.0,3940.0000000000005,3720.0000000000005,1460.0000000000002,1220.0,60.00000000000001,5050.0,3970.0000000000005,3940.0000000000005,3730.0000000000005,3720.0000000000005
18.0,1700.0,1600.0,1480.0,1410.0000000000002,1170.0,5040.000000000001,3960.0,3940.0000000000005,3750.0,3700.0
19.0,3680.0000000000005,1700.0,1640.0000000000002,1440.0,170.00000000000003,5020.0,4830.0,4330.0,3910.0,3790.0
20.0,1790.0000000000002,1770.0,1700.0,1520.0,1170.0,5270.0,5170.0,4990.000000000001,3930.0000000000005,3810.0
21.0,1300.0,1280.0,1250.0,90.0,60.00000000000001,5160.0,4610.0,4170.0,4140.000000000001,3190.0
22.0,5150.0,1760.0000000000002,1510.0000000000002,170.00000000000003,60.00000000000001,7000.0,5590.000000000001,5360.0,5170.0,4600.0
23.0,5250.0,3720.0000000000005,3500.0,1420.0,60.00000000000001,4610.0,3920.0000000000005,3910.0,3750.0,3100.0
24.0,5460.0,3730.0000000000005,3280.0000000000005,1290.0,170.00000000000003,5230.0,5030.0,4780.0,4690.000000000001,3730.0000000000005
25.0,1760.0000000000002,1720.0,1580.0,1430.0,170.00000000000003,6820.0,5440.000000000001,5050.0,5010.0,4880.0
26.0,5690.000000000001,3500.0,3250.0,1470.0,170.00000000000003,5360.0,5350.0,5240.000000000001,5000.0,4970.0
27.0,5820.0,1800.0,1780.0,1750.0,1180.0,4790.000000000001,4170.0,3960.0,3740.0,3730.0000000000005
28.0,3690.0,1710.0000000000002,1300.0,170.00000000000003,60.00000000000001,5210.0,3930.0000000000005,3910.0,3690.0,3270.0000000000005
29.0,1790.0000000000002,1770.0,1760.0000000000002,1450.0,60.00000000000001,6730.0,4620.0,3930.0000000000005,3740.0,3480.0000000000005
30.0,3740.0,3730.0000000000005,1720.0,1290.0,60.00000000000001,5260.0,5020.0,3740.0,3730.0000000000005,3690.0
31.0,1630.0,1610.0000000000002,1500.0,1300.0,60.00000000000001,4820.0,4200.0,3950.0,3920.0000000000005,3740.0
32.0,3770.0000000000005,1750.0,1530.0,1480.0,60.00000000000001,5120.0,5030.0,4980.0,3950.0,3510.0
33.0,5690.000000000001,3720.0000000000005,3490.0,1630.0,60.00000000000001,9280.000000000002,5690.000000000001,4970.0,3490.0,3320.0000000000005
34.0,3720.0000000000005,2090.0,1300.0,1200.0,60.00000000000001,5030.0,3950.0,3730.0000000000005,3720.0000000000005,0.0
35.0,3960.0,1730.0,1500.0,1480.0,1460.0000000000002,7100.0,3970.0000000000005,3960.0,3940.0000000000005,3930.0000000000005
